idAdresse;noVoie;B_T_Q;typeVoie;nomVoie;idcodeDepartement_codeCommune
24291;12;;AV;BALZAC;77514
24292;31;;AV;DE STALINGRAD;78005
24293;5;;RUE;DU PLEYON;78015
24294;32;;SQ;DES MARRONNIERS;78043
24295;3;;RUE;ERIC TABARLY;78124
24296;8;;PL;DU GEN DE GAULLE;78146
24297;137;;RUE;DES LANDES;78146
24298;7;;RUE;DES ERABLES;78158
24299;13;;ALL;DU CLOS DE LA CROIX;78190
24300;81;;RUE;EUGENE LABICHE;78190
24301;15;;ALL;DU CHANCELIER SEGUIER;78224
24302;1;;AV;JEAN LURCAT;78242
24303;26;;RUE;GAMBETTA;78311
24304;80;;PL;ANDRE MALRAUX;78311
24305;21;;RUE;EDISON;78311
24306;13;;RUE;DU MARECHAL FOCH;78358
24307;1;;RUE;DE LA TOUR GRISE;78361
24308;4;;RUE;SERGE NOYER;78361
24309;108;;RTE;DE L ETANG LA VILLE;78367
24310;3;;CHE;DES MURS DE GRANDCHAMP;78372
24311;4;;RUE;DE MARLOW;78372
24312;15;;RUE;ST VINCENT;78380
24313;1;;RLE;DES DEGRES;78401
24314;27;;QUAI;DE L ARQUEBUSE;78401
24315;7;;RUE;DE LA SOURDERIE;78423
24316;1;;RUE;DES TRITONS;78423
24317;25;;ALL;DES PRES DU HAUT;78466
24318;17;;SQ;DES PERRAYADES;78486
24319;92;;RUE;DE VILLIERS;78498
24320;13;;RUE;DES SORBIERS;78498
24321;101;B;AV;PIERRE CURIE;78545
24322;6;;RUE;BOUFFLERS;78551
24323;107;;AV;DU GENERAL DE GAULLE;78586
24324;7;;RUE;D ALSACE;78586
24325;1;;RUE;DU MOULIN;78591
24326;13;;GR;GR GRANDE RUE DE VERNEUIL;78643
24327;15;;RUE;DU MAL FOCH;78646
24328;32;;PROM;MONA LISA;78646
24329;6;;RUE;ALEXANDRE BONTEMPS;78646
24330;4;;RUE;VILLEBOIS MAREUIL;78650
24331;8;;SQ;CROZATIER;78674
24332;9001;;CLOS;SAINT VIGOR;78686
24333;26;;RUE;DU PETIT BANC;79191
24334;78;;RUE;JEAN JAURES;79202
24335;42;;RUE;DES ILLIEUX;80016
24336;46;;RUE;DE METZ;81065
24337;6112;;;LES CAMPS DE BARJOLS;83012
24338;28;;RUE;PORTALIS;83016
24339;5107;;TRA;GLACIERE;83026
24340;18;;RUE;JEAN JAURES;83043
24341;54;;BD;DE LA LIBERTE;83050
24342;17;;RUE;DE LA CONDAMINE;83054
24343;5;;RUE;JOSEPH LAURE;83071
24344;9001;;;GRP SANTA CRUZ L ESPERANCE;83098
24345;152;;RUE;GUY MOCQUET;83123
24346;12;;AV;DOCTEUR MAZEN;83126
24347;3;;AV;GENERAL CARMILLE;83126
24348;223;;RUE;HECTOR BERLIOZ;83126
24349;305;J;CHE;DES FERRAGES;83130
24350;809;;AV;JOSEPH LOUIS ORTOLAN;83137
24351;19;;RUE;ALEXANDRE VOLTA;83137
24352;9003;;RUE;LAMARTINE;83137
24353;476;;AV;ARISTIDE BRIAND;83137
24354;200;;CHE;DE PLAISANCE;83137
24355;17;;PL;DU PALAIS;84007
24356;5373;;;LE CHAMBAUD;84009
24357;58;;RUE;DU MARCASSIN;84035
24358;1;;RUE;PASTEUR;84054
24359;5;;SQ;MARGUERITE DUVEAU;85047
24360;5;;RUE;DU PRESID DE GAULLE;85128
24361;46;;RUE;DE LA FAISANDERIE;85191
24362;9002;;RES;LE CORMORAN MERLIN OCEAN;85226
24363;34;;AV;L. REGNIER DE LA PLANCHE;85226
24364;5;;IMP;DE LA SABOTERIE;86041
24365;20;;RUE;ELIE BERTHET;87085
24366;15;;RUE;GEORGES BELJEAN;87085
24367;4;;RUE;DE LA MAIX;88160
24368;61;;RUE;DES MELEZES;88178
24369;5;;AV;JULIEN MELINE;88383
24370;29;;;GRANDE RUE;89267
24371;2;;PL;DE LA REPUBLIQUE;89387
24372;15;B;ALL;DU BUISSON;91064
24373;20;B;RUE;DE LA LIBERATION;91115
24374;33;;RUE;DES CIGOGNES;91161
24375;3;;RUE;DES ERABLES;91174
24376;190;;BD;JOHN KENNEDY;91174
24377;29;;QUAI;MAURICE RIQUIEZ;91174
24378;2;;VLA;DU POITOU;91215
24379;15;;RUE;DU SABLON;91223
24380;12;;AV;DE LA LIBERATION;91223
24381;1;;ALL;JOHN FORD;91228
24382;7;;RUE;DU BOIS BOUQUIN;91332
24383;26;;RUE;DE PARIS;91338
24384;44;;CHE;DE LA GOUTTIERE;91339
24385;11;;RUE;SINIARGOUX;91345
24386;20;;ALL;ALBERT THOMAS;91377
24387;27;;AV;DE LA REPUBLIQUE;91421
24388;17;;RUE;DU TRESOR;91477
24389;2;;PL;DU CHANOINE BOS;91521
24390;28;;RUE;DE L'AVENIR;91552
24391;4;;RTE;DES ULIS;91560
24392;9;;AV;GEORGES POMPIDOU;91661
24393;9;;RUE;LE PERDRIEL;91661
24394;9001;;RUE;DU CLOS DES ABBESSES;91691
24395;6;;RUE;PIERRE LOTI;91691
24396;6;;SQ;DE BRETAGNE;91691
24397;8;;AV;DE PROVENCE;91692
24398;11;;RUE;PIERRE GILLES DE GENNES;92002
24399;3;;ALL;DES TERRES ABONNEES;92007
24400;47;;CHE;DE LA VALLEE AUX LOUPS;92019
24401;20;;RUE;DE LA GARE;92020
24402;7;;RUE;DU COMMANDANT LAMY;92026
24403;15;;RUE;GUILLAUME FAREL;92026
24404;91;;AV;MARCEAU;92026
24405;22;;RUE;BAUDIN;92040
24406;2;;RUE;JULES GUESDE;92040
24407;15;;RUE;CAMILLE PELLETAN;92044
24408;77;;RUE;JULES GUESDE;92044
24409;16;;RUE;RASPAIL;92044
24410;106;;AV;ARISTIDE BRIAND;92049
24411;11;;AV;LOUIS MEUNIER;92050
24412;1;;BD;DU COUCHANT;92050
24413;56;;RUE;DE SABLONVILLE;92051
24414;6;;RUE;BELLANGER;92051
24415;94;;RUE;CHARLES LAFFITTE;92051
24416;6;;RUE;BOUTARD;92051
24417;9;;RUE;DE CHEZY;92051
24418;37;;RUE;DE CHEZY;92051
24419;128;;AV;DE LA RESISTANCE;92060
24420;22;;RUE;ROUGET DE LISLE;92062
24421;56;;RUE;SOPHIE RODRIGUES;92063
24422;43;;BD;RICHELIEU;92063
24423;25;;ALL;DE TREVISE;92071
24424;12;;RUE;JEAN BAPTISTE POTIN;92075
24425;130;;AV;DE LA REPUBLIQUE;93001
24426;20;;RUE;DE LA COMMUNE DE PARIS;93001
24427;7;;ALL;DU DOC DUPUYTREN;93005
24428;16;;RUE;MARCEL SEMBAT;93013
24429;9001;;RES;DES AIGLES;93013
24430;23;B;RUE;EDGAR QUINET;93027
24431;5;;RUE;PIERRE BEZET;93032
24432;2;;RUE;JEAN MOULIN;93032
24433;15;;RUE;DU MARAIS;93048
24434;38;;RUE;RAPATEL;93048
24435;16;;AV;DU MARECHAL FOCH;93049
24436;21;;ALL;DU VAL DE MARNE;93050
24437;5;;ALL;DU FAON;93051
24438;36;;BD;DU MIDI;93062
24439;17;;RUE;DANTON;93064
24440;9;;PL;DE LA RESISTANCE;93066
24441;6;;AV;HENRI ROL TANGUY;93066
24442;6;;CITE;MONTJOIE;93066
24443;2;;PAS;DE L ABBE LASSAILY;94001
24444;23;;RUE;VICTOR HUGO;94002
24445;36;;RUE;CAMILLE DESMOULINS;94016
24446;35;;ALL;DES BATTUES;94019
24447;19;;RUE;DURMERSHEIM;94019
24448;7;;RUE;MAURICE DEMENITROUX;94028
24449;6;;RUE;LATERALE;94028
24450;27;;AV;FOCH;94033
24451;19;;ALL;DU MALI;94034
24452;58;;BD;PASTEUR;94034
24453;68;;BD;JEAN JAURES;94034
24454;1;;RUE;ISABEAU;94038
24455;15;;PL;MARCEL CACHIN;94041
24456;82;;AV;GUY MOQUET;94042
24457;19;T;AV;DE MESLY;94044
24458;5;;RUE;ROBERT FERRER;94046
24459;24;;RUE;PELET DE LA LOZERE;94046
24460;145;;RUE;JEAN JAURES;94046
24461;4;;AV;DES QUARANTE ARPENTS;94048
24462;60;;RUE;THEODORE HONORE;94052
24463;81;;BD;DE STRASBOURG;94052
24464;25;;BD;DE STRASBOURG;94052
24465;53;;AV;PRESIDENT ROOSEVELT;94058
24466;7;;RUE;DE L'EMBARCADERE;94058
24467;8;;AV;ALPHAND;94067
24468;192;;BD;DE CRETEIL;94068
24469;12;B;BD;DE BELLECHASSE;94068
24470;32;;RUE;SAINT HILAIRE;94068
24471;1;;VLA;MARIOTTE;94068
24472;4;;AV;AUGUSTE MARIN;94068
24473;20;;AV;MAL DE LATTRE DE TASSIGNY;94073
24474;5;;RUE;CONDORCET;94076
24475;7;;PAS;CASSINI;94076
24476;100;;RUE;JEAN JAURES;94076
24477;1;A;RUE;DES TUILOTS;94077
24478;3;;RUE;MICHELET;94078
24479;58;;RUE;DE PARIS;94078
24480;86;;BD;DE FRIEDBERG;94079
24481;53;;RUE;DES LAITIERES;94080
24482;164;B;AV;DE PARIS;94080
24483;9;;RUE;CAMILLE RISCH;94081
24484;172;;RUE;GABRIEL PERI;94081
24485;10;B;RUE;CHARLES INFROIT;94081
24486;16;B;AV;HENRI BARBUSSE;94081
24487;3;;AV;STALINGRAD;95018
24488;6;;SQ;AQUITAINE;95018
24489;9;B;RUE;DE L ISLE ADAM;95052
24490;9001;;SEN;DE LA GENDARMERIE;95052
24491;2;;RUE;KLEBER;95063
24492;30;;RUE;JEAN JAURES;95063
24493;29;;RUE;DES VENDANGES PROCHAINES;95127
24494;5;;RUE;DE LA VEILLEE;95127
24495;62;;RUE;GABRIEL PERI;95176
24496;20;;SEN;DES COQUINS;95197
24497;67;;RUE;DU CHEMIN VERT;95199
24498;46;;RUE;DE MALLEVILLE;95210
24499;6;;RUE;HONORE DE BALZAC;95268
24500;12;;RUE;MADELEINE RENAUD;95280
24501;5;;RUE;CHARLES PEGUY;95351
24502;63;;RUE;DE PARIS;95351
24503;55;;RUE;DE PARIS;95426
24504;23;B;RUE;SARAH BERNHARDT;95491
24505;9001;;ALL;DE FRANCHE COMTE;95491
24506;88;;RUE;PIERRE BUTIN;95500
24507;8;;PL;ARISTIDE BRIAND;95500
24508;8;;RUE;DE L OISE;95572
24509;35;;RTE;DE GARGES;95585
24510;5;;RUE;JEAN JAURES;95607
24511;3;;RUE;VAGABONDE;95637
24512;2;;PL;LALO;95680
24513;36;;AV;GEORGES PLISSONNEAU;97209
24514;6032;F;VC;DE BOIS NEUF;97210
24515;98;;IMP;DES INDES;97213
24516;5319;;RES;LES COTTAGES;97227
24517;5077;F;;LES COTEAUX;97227
24518;5220;;TSSE;DU LEVANT;97229
24519;5146;F;RUE;DE LA PLAGE;97230
24520;34;;RUE;DES PECHEURS;97231
24521;3;;RUE;DE L'INDIGOTERIE;97309
24522;44;;RUE;DE LA TOUR;5017
24523;19;;RUE;DES PYRENEES;9225
24524;6;;RUE;DU MOULIN;10102
24525;223;;RES;LES AMANDINES;11170
24526;110;;RES;BELLE PLAGE;11202
24527;2;;RUE;DE TUNIS;11262
24528;17;;RUE;DU CASINO;14220
24529;50;;RUE;D ORLEANS;14715
24530;35;;ALL;JACQUES PREVERT;26037
24531;72;;RUE;MURET;28085
24532;1;B;RUE;VICTOR GILBERT;28085
24533;16;B;RUE;CHATEAUBRIAND;29019
24534;26;;RUE;DES BOUCHERS;29151
24535;29;;AV;DES LANDES;32096
24536;260;B;RUE;DE NANTES;35281
24537;9;;RUE;DES ECOLES;39300
24538;9;;IMP;DE LA CONANDIERE;41295
24539;11;;RUE;RAOUL FOLLEREAU;42218
24540;21;;RUE;MARLIN;45068
24541;33;;RUE;MALESHERBES;69386
24542;30;;RUE;BOYER;75120
24543;8;;RUE;DE FONTENELLE;76216
24544;3;;RUE;D ORTHEUIL;77077
24545;9;;ALL;DES TOURNELLES;77243
24546;22;;RUE;MONTECLAIR;78361
24547;10;;RUE;DES VIOLETTES;78367
24548;24;;ALL;DES FRENES;87085
24549;5;H;ALL;DES TILLEULS;89100
24550;7;;RUE;JEAN BAPTISTE LULLI;95205
24551;3;;BD;MAURICE BERTEAUX;95252
24552;33;;;LES HTS DE MARCOUVILLE;95500
24553;52;;AV;HENRI MATISSE;6088
24554;68;;CHE;LINTIER;6155
24555;1;;IMP;BEAUREPAIRE;11262
24556;4;;RUE;MIREBEAU;18033
24557;32;;RUE;DU DOC VALETTE;19272
24558;2;;RUE;TEDENAT;30189
24559;79;;RUE;DE TAUZIA;33063
24560;112;;AV;SERGENT MAGINOT;35238
24561;7;;ALL;DU PARC;38151
24562;72;;RUE;DES EAUX CLAIRES;38185
24563;12;;RUE;FAUBOURG SERMORENS;38563
24564;23;;RUE;DU DOCTEUR ALFRED CORLAY;44162
24565;8;A;ALL;DES SAULES;56176
24566;2;;AV;DE BOURGOGNE;60057
24567;30;;RUE;SAINT EXUPERY;64445
24568;6;;RUE;SAINTE ANASTASE;75103
24569;191;;RUE;DU FG POISSONNIERE;75109
24570;251;;RUE;DE BERCY;75112
24571;1;;RUE;MIRABEAU;75116
24572;10;;RUE;DU CLOS GIRARD;77111
24573;14;;AV;DES ERABLES;77215
24574;9;A;RUE;LEON LE ROYER;77284
24575;27;;AV;DE VERDUN;77294
24576;11;;RUE;THIBAULT;78372
24577;25;;AV;LA DIVISION LECLERC;78545
24578;3;;AV;DES COMMANDOS D AFRIQUE;83070
24579;210;;CHE;DE FONTENAY;91111
24580;17;;RUE;MARIE CURIE;91161
24581;7;;AV;DU PARC;91494
24582;29;;RUE;DES AUBEPINES;93033
24583;9;;RUE;DES EPERNONS;93048
24584;165;;BD;MAXIME GORKI;93072
24585;59;;RUE;ROUBLOT;94033
24586;19;;QUAI;DE LA MARNE;94042
24587;1;;RUE;ADAM;94068
24588;1;;RUE;DE LORRAINE;94073
24589;8;;RUE;DAUPHIN;94076
24590;29;;RUE;MARIA DERAISMES;95500
24591;67;;RTE;DE CHAVORNOD;1034
24592;96;;RUE;DU JURA;1143
24593;29;T;BD;CHARLES GUILLAUMONT;6004
24594;36;;AV;PRINCE RAINIER III MONACO;6032
24595;21;A;RUE;ETIENNE CURTI;6046
24596;5148;;;LA VILLE;6066
24597;21;;RUE;EMMANUEL PHILIBERT;6088
24598;18;;RUE;DES POTIERS;6088
24599;16;;AV;NOTRE DAME;6088
24600;19;;AV;SAINT JOSEPH;6088
24601;158;;RUE;DE FRANCE;6088
24602;48;;AV;DE LA CALIFORNIE;6088
24603;50;;CHE;DU CAL DE SPAGNOL;6088
24604;35;;AV;RAYMOND FERAUD;6088
24605;149;;AV;DE VERDUN;6104
24606;5650;;;AURON;6120
24607;16;;AV;GEN GALLIENI;6159
24608;147;;RUE;DE NOUZONVILLE;8105
24609;28;;RUE;DE PREIZE;10387
24610;73;;RUE;URBAIN IV;10387
24611;31;;RES;MAISONS ST LOUIS LA MER;11145
24612;39;;RES;LES SENTINIERES;11202
24613;20;;VC;LE BOULOIR;14333
24614;24;A;RUE;AGNES SOREL;18033
24615;18;;RUE;JEAN FIEYRE;19031
24616;35;;AV;LEON BLUM;19031
24617;2;;RUE;DU PARADIS;22282
24618;4;T;RUE;CARNOT;26058
24619;13;;RUE;MARCEL PAGNOL;26108
24620;28;;CHE;DE LA MACHINETTE;26324
24621;47;;RUE;WOLFGANG AMADEUS MOZART;26362
24622;45;;RUE;MONGE;26362
24623;52;;RUE;DES TERRES DOUCES;28220
24624;82;;ALL;DE NORMANDIE;28279
24625;47;;RUE;ANDRE COLIN;29023
24626;10;F;RES;LES JARDINS DE TRABACCHINA;2A004
24627;16;;CRS;NAPOLEON;2A004
24628;5092;;;CEPPO;2A312
24629;13;;RUE;DE LA POSTE;30004
24630;94;;RUE;DU TRIDENT;30034
24631;12;;PL;DE LA SALICORNE;30133
24632;57;;RUE;DE LA BICHE;30189
24633;1;;AV;JEAN JAURES;30334
24634;5;;RUE;ELLA MAILLART;31555
24635;174;;AV;DE CASSELARDIT;31555
24636;60;B;RUE;DE NUITS;33063
24637;222;;AV;EYSINES CAUD;33063
24638;17;;RUE;MONDON;33069
24639;20;;ALL;DU HAUT VIGNEAU;33192
24640;14;;RUE;DES VIOLETTES;33281
24641;10;;ALL;DES MIMOSAS;33284
24642;5;;ALL;ARISTIDE BRIAND;33422
24643;;;;LAGASSE;33466
24644;12;;RTE;DE LA BACONNE;33473
24645;9001;;RES;LES TERRASSES DE TALENCE;33522
24646;2;;RUE;PHILIPPE DESTRIBATS;33550
24647;24;;RUE;DEPUTE LUCIEN SALETTE;34108
24648;124;;RUE;DU FOYER;34145
24649;130;;RUE;CLAUDE PERCIER;34172
24650;;;RES;LE VENIZIO;34301
24651;1;;RUE;DU GRAND LARGE;34301
24652;13;;AV;DE LA VICOMTE;35093
24653;1;;RUE;JEAN JAURES;35238
24654;4;;RUE;DU CAPITAINE MAIGNAN;35238
24655;11;;ALL;DU TAGE;35238
24656;25;B;RUE;JULES VALLES;35281
24657;27;;RUE;FRANCOIS HARDOUIN;37261
24658;43;;RUE;PIC PARIS;37261
24659;248;;AV;DE GRAMMONT;37261
24660;15;;BD;MAL LECLERC;38185
24661;40;;AV;ALBERT 1ER DE BELGIQUE;38185
24662;15;;AV;GENERAL CHAMPON;38185
24663;29;;RUE;DU PRE DES CIEUX;38194
24664;7;;RUE;FRANZ SCHUBERT;38317
24665;231;;AV;MARATHON;38384
24666;;;RUE;DE LA SONE;38416
24667;126;;AV;GENERAL LECLERC;38423
24668;4;;RUE;DE LA DIGUE DU DRAC;38485
24669;223;;AV;GEN GIRAUD;38537
24670;435;;RUE;MOZART;38547
24671;2;;RUE;DE LA TANNERIE;40088
24672;7;B;RUE;DES LIEGES;40312
24673;7;;RUE;DES GALLIERES;41018
24674;40;;RUE;BADOUILLERE;42218
24675;45;;AV;DE ROCHETAILLEE;42218
24676;22;;RUE;DE CHAMPAGNE;42218
24677;2;;AV;DE FIRMINY;43012
24678;20;A;CHE;DE LA FURGUAI;44055
24679;40;;AV;DU BOIS D AMOUR;44055
24680;3;;RUE;DES PATURES;44074
24681;2;;PL;PAUL EMILE LADMIRAULT;44109
24682;17;;BD;DE L OCEAN;44132
24683;3;;RUE;DES IRLANDAIS;44162
24684;14;;RUE;DE LA GALTIERE;44190
24685;47;;RTE;DE LA ROUSSELIERE;44215
24686;322;;RUE;DU FBG BANNIER;45147
24687;65;;FG;BANNIER;45234
24688;4;;ALL;DES ROSERAIES;45234
24689;23;;RUE;DE SEVIN;47001
24690;57;;BD;ULYSSE CASSE;47157
24691;41;;SQ;DES ANCIENNES PROVINCES;49007
24692;41;;RUE;ST JACQUES;49007
24693;11;;PL;GREGOIRE BORDILLON;49007
24694;33;;RUE;DES REVERIES;49007
24695;44;;RUE;EUGENE DELACROIX;49099
24696;13;;ALL;DE PLAISANCE;49099
24697;11;;RUE;DU PUITS NEUF;49328
24698;206;;RUE;DU MOUTIER;51196
24699;1;;RUE;DOCTEUR THOMAS;51454
24700;1;;RUE;HOURELLE;51454
24701;11;B;AV;ROGER SALENGRO;51573
24702;8;;HLM;EST BAT A RUE JEAN JAURES;54115
24703;7;;RUE;DOCTEUR ROUX AULNES;54482
24704;2;;RUE;DE LA POSTE;56186
24705;200;;RUE;DU DOCTEUR A SCHWEITZER;59299
24706;35;;ALL;DE LA BOISIERE;59328
24707;139;;RUE;DE LILLE;59328
24708;773;;AV;DE DUNKERQUE LOMME;59350
24709;16;;RUE;ARAGO;59350
24710;4;;RUE;MARCEL HENAUX;59378
24711;811;;AV;DE LA REPUBLIQUE;59378
24712;54;;;GRAND PLACE;59491
24713;9;;PL;D ARMES;59606
24714;52;;RUE;JULES MICHELET;60175
24715;14;;RUE;GAMBETTA;60500
24716;33;;RUE;GEORGES DECROZE;60509
24717;16;;AV;DU DOCTEUR JOLY;61483
24718;9002;;;PALAIS DES PYRENEES BLOC B;64445
24719;17;;RUE;DUBOUE;64445
24720;186;;BD;DE LA PAIX;64445
24721;18;;RUE;DE LA GIRAUDIERE;69027
24722;4;;RUE;MARTIN BASSE;69034
24723;8;;AV;GENERAL DE GAULLE;69034
24724;241;;RTE;DE LA VALLEE;69056
24725;27;B;RUE;JULES FERRY;69064
24726;41;B;AV;DE LA TABLE DE PIERRE;69089
24727;18;;CHE;DE PORT MASSON;69163
24728;11;;PL;DU CENTRE;69201
24729;45;;AV;MATHIEU MISERY;69244
24730;4;;RUE;ANTOINE BERNOUX;69266
24731;81;;ALL;DU 4 AVRIL 1908;69292
24732;13;;RUE;DU BON PASTEUR;69381
24733;15;;QUAI;JEAN MOULIN;69382
24734;224;;AV;FELIX FAURE;69383
24735;19;;RUE;HENRI GORJUS;69384
24736;127;;AV;JEAN JAURES;69387
24737;18;;RUE;MARIE MADELEINE FOURCADE;69387
24738;8;;IMP;BERCHET;69388
24739;1;;RUE;DES PUISEURS;69388
24740;16;;RUE;CHARLES PORCHER;69389
24741;26;;QUAI;PAUL SEDALLIAN;69389
24742;23;;RUE;DU BOURBONNAIS;69389
24743;55;;;GRANDE RUE;71076
24744;6;;RUE;DE L UNION;72269
24745;43;;RUE;DES PETITS CARREAUX;75102
24746;99;;RUE;QUINCAMPOIX;75103
24747;51;;RUE;GAY LUSSAC;75105
24748;91;;RUE;DE RENNES;75106
24749;11;;RUE;CLAPEYRON;75108
24750;3;;SQ;MONCEY;75109
24751;23;;RUE;DE MAUBEUGE;75109
24752;175;;RUE;DU FG POISSONNIERE;75109
24753;12;;RUE;DE CHANTILLY;75109
24754;2;;RUE;PHILIPPE DE GIRARD;75110
24755;20;;RUE;MAZAGRAN;75110
24756;3;;RUE;DES GONCOURT;75111
24757;52;;RUE;JEAN PIERRE TIMBAUD;75111
24758;35;;RUE;SAINT MAUR;75111
24759;7;;RUE;LACHARRIERE;75111
24760;21;;RUE;GODEFROY CAVAIGNAC;75111
24761;56;;RUE;SEDAINE;75111
24762;18;;RUE;DAVAL;75111
24763;190;;BD;VOLTAIRE;75111
24764;13;;RUE;LOUIS BRAILLE;75112
24765;38;B;AV;RENE COTY;75114
24766;7;;RUE;DE LANGEAC;75115
24767;333;;RUE;DE VAUGIRARD;75115
24768;29;;RUE;DU GAL DELESTRAINT;75116
24769;88;B;RUE;MICHEL ANGE;75116
24770;4;;VLA;FLORE;75116
24771;39;;RUE;GROS;75116
24772;41;;RUE;GALILEE;75116
24773;31;;RUE;COPERNIC;75116
24774;15;;RUE;PONCELET;75117
24775;80;;RUE;DULONG;75117
24776;3;;RUE;TARBE;75117
24777;67;;RUE;DES DAMES;75117
24778;18;;RUE;BIOT;75117
24779;19;;RUE;BRIDAINE;75117
24780;3;;RUE;CAMILLE TAHAN;75118
24781;108;;BD;DE CLICHY;75118
24782;11;;RUE;HOUDON;75118
24783;14;;RUE;VINCENT COMPOINT;75118
24784;10;;RUE;DU POLE NORD;75118
24785;19;;RUE;BAUDELIQUE;75118
24786;30;;RUE;DU POTEAU;75118
24787;30;;BD;ROCHECHOUART;75118
24788;12;;RUE;ANDRE DEL SARTE;75118
24789;65;;RUE;MARCADET;75118
24790;12;;RUE;PIERRE BUDIN;75118
24791;30;;RUE;STEPHENSON;75118
24792;54;;RUE;DE LA CHAPELLE;75118
24793;45;;AV;SIMON BOLIVAR;75119
24794;5;;VLA;GAGLIARDINI;75120
24795;41;;RUE;VILLIERS ISLE ADAM;75120
24796;89;;AV;GAMBETTA;75120
24797;36;;RUE;DE LA REUNION;75120
24798;6;;RUE;DE TERRE NEUVE;75120
24799;5;;BD;DAVOUT;75120
24800;119;;RUE;FRANCOIS MITTERRAND;76005
24801;10;B;RUE;DES ECHELETTES;76231
24802;40;;RUE;DU MAIL;76540
24803;9007;;;IMM TOURAINE;76681
24804;2;T;RUE;SAINT FRANCOIS;76758
24805;18;;SQ;DES SAULES;77067
24806;5;;SQ;DES SAULES;77067
24807;10;;ALL;GEORGE SAND;77083
24808;1;;BD;DE NESLES;77083
24809;43;;AV;DE L ETOILE D OR;77108
24810;7;;ALL;DES ORMES;77108
24811;8;;AV;FOCH;77171
24812;46;;RUE;DE LA CLOCHE;77186
24813;3;;RUE;DE MORMANT;77249
24814;25;;ALL;GDE ALL DES CHARMILLES;77258
24815;9;;RUE;DUTARD;77280
24816;6;B;RUE;DU PDT DESPATYS;77288
24817;57;;AV;LAMARTINE;77294
24818;198;;RUE;DE LA CHARBONNIERE;77307
24819;4;B;CRS;DU BUISSON;77337
24820;135;;PARC;DU PLESSIS PICARD;77384
24821;10;;RUE;PABLO NERUDA;77468
24822;16;;RUE;DE GIRVAN;77468
24823;9;;RUE;DE LA GRANDE FERME;77479
24824;44;;AV;DE STALINGRAD;78005
24825;2;;AV;TOULOUSE LAUTREC;78073
24826;42;;RUE;DU CHEMIN DE FER;78092
24827;15;;RUE;AUGUSTE RENOIR;78146
24828;2;;RES;LES ORMES;78172
24829;10;;RUE;ANTAR;78217
24830;2;;RUE;DU PRESSOIR;78220
24831;3;;CHE;DES ECOLIERS;78311
24832;19;;AV;CHARLES DE GAULLE;78311
24833;4;;RUE;GAY LUSSAC;78311
24834;25;;RUE;PAUL CEZANNE;78356
24835;19;;RUE;DU MESNIL;78358
24836;5;;ALL;ALFRED SISLEY;78372
24837;26;;AV;DE ST GERMAIN;78372
24838;4;;SQ;DE LA MOSELLE;78383
24839;4;;RUE;GEORGES CLEMENCEAU;78401
24840;23;;ALL;DES PRES DU HAUT;78466
24841;2;;;LES BRUYERES;78571
24842;59;;RUE;DES BOIS;78624
24843;21;;RUE;D ANGOULEME;78646
24844;9;;RUE;DE MONTREUIL;78646
24845;30;;RUE;DE VERGENNES;78646
24846;2;;RUE;DE CHACHON;79049
24847;320;;RUE;DU SOUDAN;83009
24848;7;;RUE;DU HAM DES MAUNIERS;83054
24849;410;;BD;LOUIS BERNARD;83071
24850;257;;RUE;PDT ROBERT SCHUMAN;83137
24851;306;;AV;DU 11 NOVEMBRE 1918;84043
24852;9001;;;LE PLAN;84124
24853;3;;RUE;FRANCOIS DE NEUFCHATEAU;88160
24854;20;;RUE;DES CHARTONS;88358
24855;2;;FG;D ALSACE;88383
24856;7;;RUE;DU TAMBOIS;88415
24857;1;;RUE;DE L EPEE;89387
24858;11;;RUE;DE LA PRIEUREE;91086
24859;25;A;RUE;DE MONTMIRAULT;91129
24860;25;;ALL;JEAN PARIS DE MONTMARTEL;91215
24861;110;N;RUE;DE LA DIVISION LECLERC;91339
24862;4;;PAS;DU NORD;91511
24863;16;B;BD;FLEURY;91687
24864;21;;AV;HENRI RAVERA;92007
24865;3;;AV;ARISTIDE BRIAND;92014
24866;62;;AV;DE PARIS;92020
24867;8;;RUE;SOUCHAL;92024
24868;9001;;;IMMEUBLE LE ZODIAQUE;92026
24869;29;;AV;GALLIENI;92026
24870;11;;RUE;HUDRI;92026
24871;128;;RUE;DE VILLIERS;92044
24872;18;;RUE;COLLANGE;92044
24873;122;;RUE;ANATOLE FRANCE;92044
24874;16;;RUE;CARNOT;92044
24875;3;;ALL;DU BERRY;92050
24876;2;;RUE;DU GENERAL DELANNE;92051
24877;161;;BD;BINEAU;92051
24878;7;;RUE;DE CHEZY;92051
24879;27;;RUE;DES PAVILLONS;92062
24880;101;;BD;MAL DE LATTRE DE TASSIGNY;92073
24881;92;;RUE;DE LA FOUILLEUSE;92073
24882;10;;AV;VERDUN;92075
24883;22;;RUE;JEAN BOUIN;93032
24884;14;;RUE;EUGENE MASSE;93046
24885;6;;RUE;BEAUMARCHAIS;93048
24886;21;;RUE;DESIRE CHEVALIER;93048
24887;13;;SEN;DES PIOTTES;93051
24888;7;;BD;DE L OUEST;93062
24889;9;;RUE;DES MYOSOTIS;93064
24890;123;;AV;DU PDT WILSON;93066
24891;58;;RUE;DE LA REPUBLIQUE;93066
24892;49;;AV;MAURICE METAIS;93071
24893;26;;AV;DU GENERAL DE LESTRAIN;93078
